Black-Eyed Peas|38.12|||741703|87|Usda Meat
Blue Cheese|42.09|||776520|29|Usda Meat
Blue Cheese Salad Dressing|39.04|||700745|99|Simply Enjoy
Blueberries|23.24|||741704|61|Cuisinart
Blueberries|45.84|||530761|72|Velveeta
Blueberries|24.12|1|Cup|7211347|92|Lotrimin
Blueberry Muffins|18.07|1|Muffin|758100|16|Pasta Lensi
Blueberry Muffins|41.86|1|Muffin|684373|56|Cherrybrook Kitchen
Blueberry Pie|33.78|||713050|76|Herb Pharm
Blueberry Pie|32.91|||702810|58|Gold Bond
Bologna|47.52|||412000|62|Chex Mix
Boston Brown Bread|49.65|1|Slice|731491|77|Udis
Boston Brown Bread|21.94|1|Slice|2371940|33|Usda Meat
Bouillon|22.68|||772451|15|Kelapo
Bran Muffins|49.36|1|Muffin|1823080|85|Margaret Holmes
Bran Muffins|28.95|1|Muffin|2144617|20|Kraft
Braunschweiger|10.83|||719210|49|Sylvania
Brazil Nuts|21.35|||7358825|96|Sushi Chef
Bread Stuffing|34.85|||7819630|70|Campbells
Bread Stuffing|45.81|||211313|64|Sapore Sensuale
Breadcrumbs|26.82|||745844|52|Goody
Broccoli|37.72|||876921|23|Ahold
Broccoli|33.34|||326010|59|Smart Living
Broccoli|17.96|1|Spear|756091|60|Playtex
Broccoli|17.12|||8501630|29|Hersheys
Broccoli|31.59|||3103103|101|Windex
Brown And Serve Sausage|11.44|1|Link|240000|96|Olay Total Effects
Brown Gravy From Dry Mix|35.97|||756096|34|Alberto Vo5
Brownies W/ Nuts|24.59|1|Browne|8292740|79|Milani
Brownies W/ Nuts|15.71|||240005|24|Sylvias Restaurant
Brussels Sprouts|21.7|||414090|23|Wheat Thins
Brussels Sprouts|22.69|||410000|63|Careone
Buckwheat Flour|32.89|||410001|13|Vaseline
Bulgur|21.07|1|Cup|115090|60|Nature Made
Butter|35.38|1/2|Cup|410003|105|Bellucci
Butter|36.42|1|Tbsp|704915|63|Ruffles
Butter|24.64|1|Pat|768401|33|Turkey Hill
Butter|43.76|1/2|Cup|768400|34|Tums
Butter|44.38|1|Tbsp|776611|89|Manischewitz
Butter|13.03|1|Pat|399780|24|Gillette Fusion
Buttermilk|34.83|1|Cup|6130087|107|Bakery
Buttermilk|27.56|1|Cup|2085288|59|Frigo
Cabbage|25.83|||7639480|48|Similac Advance
Cabbage|21.69|||6691256|35|Rice-a-roni
Cabbage|11.84|||2808250|76|Oberweis
Cabbage|27.25|||741821|28|Companion
Cabbage|40.99|||741822|108|Coco
Cabbage|29.56|||883135|80|Coffee-mate
Cake Or Pastry Flour|31.12|1|Cup|8137150|60|Sweet Leaf
Camembert Cheese|26.58|||135623|81|Pamelas
Cantaloup|13.34|1/2|Meln|109000|94|Designer Greetings
Capn Crunch Cereal|45.34|||109006|71|Ahold
Caramels|48.73|1|oz|709070|82|Deerfields Gluten Free
Carob Flour|21.89|||8786390|76|Cracker Jack
Carrot Cake|21.32|||788957|13|Swingline
Carrot Cake|41.78|||6621662|50|Usda Meat
Carrots|23.26|||752098|106|Usda Meat
Carrots|18.62|||307685|32|Snack Pack
Carrots|42.57|1|Cup|715241|73|Pure Power
Carrots|13.06|1|Cup|492009|73|Cocktail
Carrots|14.19|||113130|77|Anagram
Carrots|42.11|||373231|33|Sheltons
Cashew Nuts|22.78|||150000|71|Buckler
Cashew Nuts|49.56|||150001|24|Cento
Cashew Nuts|47.4|||8927730|104|Careone
Cashew Nuts|41.45|||406003|28|Earth Balance
Cashew Nuts|21.31|||705012|50|Looza
Cashew Nuts|26.07|||7158261|77|Campbells Go
Cashew Nuts|15.3|||207350|95|Sweet Baby Rays
Cashew Nuts|49.33|||207351|18|Renuzit
Catsup|35.21|||721400|63|Uncle Bens
Catsup|31.53|||772600|102|Howe
Cauliflower|44.63|1|Cup|207354|72|Ritz Bits
Cauliflower|29.63|1|Cup|7621112|63|Alessi
Cauliflower|25.56|1|Cup|7209470|27|Allegra
Celery Seed|44.17|||8296960|66|Reynolds
Celery|25.64|||111110|83|Mccormick
Celery|20.55|||3101190|92|Ahold
Cheddar Cheese|13.53|||735752|33|Cocktail
Cheddar Cheese|18.25|||8274440|18|Earth Balance
Chedddar Cheese|33.19|1|Cup|3781126|97|T.g.i. Fridays
Cheerios Cereal|36.93|||7072267|97|Krazy Glue
Cheese Crackers|22.32|10|Crack|7553551|94|Pepperidge Farm
Cheese Crackers|44.8|||490000|14|Campbells
Cheese Sauce W/ Milk|23.48|1|Cup|420371|84|Hi-c
Cheeseburger|18.31|1|Sandwh|234004|57|Werthers Original
Cheeseburger|47.1|1|Sandwh|731668|102|Cesar
Cheesecake|29.59|||692760|64|Freshpet
Cheesecake|28.69|||7498265|28|Boston Market
Cherries|25.27|||447000|68|Osem
Cherries|13.94|||125466|35|Smart Living
Cherry Pie|24.59|||762394|47|Golden Krust
Cherry Pie|46.86|||6103589|87|Eden Organic
Chestnuts|47.5|||148006|96|Mccormick
Chicken A La King|38.16|1|Cup|461351|67|Urban Accents
Chicken And Noodles|21.51|1|Cup|799270|57|Tastykake
Chicken Chow Mein|26.42|1|Cup|178737|34|Kikkoman
Chicken Chow Mein|19.15|1|Cup|731710|18|International Delight
Chicken Frankfurter|45.84|||3076676|22|Ahold
Chicken Gravy From Dry Mix|18.81|||3052100|47|Ahold
Chicken Gravy|36.27|1|Cup|862790|89|Premier Protein
Chicken Liver|30.75|1|Liver|3052102|80|Whitmor
Chicken Noodle Soup|12.74|1|Cup|6279750|47|Fruit Gushers
Chicken Noodle Soup|43.28|||8528460|51|Suave
Chicken Potpie|15.05|1|Piece|2040400|49|Hot Pockets
Chicken Rice Soup|40.65|1|Cup|445009|92|Turkey Hill
Chicken Roll|30.8|2|Slices|744017|44|Currant Affair
Chicken|13.65|||412247|69|Spectrum Essentials
Chicken|41.94|||8110680|34|Lundberg
Chicken|48.92|||3465817|35|Twin Dragon
Chicken|19.21|||3107420|68|Gerber
Chicken|26.46|||926300|45|Pure Protein
Chicken|39.17|||3107421|96|Burts Bees
Chicken|23.03|||8839781|68|Riceselect
Chicken|16.55|||316006|67|Weight Watchers
Chickpeas|44.01|||709222|23|Capn Crunch
Chili Con Carne W/ Beans|20.09|1|Cup|715370|62|Kedem
Chili Powder|47.18|||7561841|104|Scotch
Chocolate Chip Cookies|47.72|4|Cookie|742002|95|Rienzi
Chocolate Chip Cookies|29.44|4|Cookie|750200|85|Newmans Own
Chocolate Chip Cookies|46.98|4|Cookie|742009|20|Bobs Red Mill
Chocolate Milk|18.26|1|Cup|8508030|63|Graeters
Chocolate Milk|17.87|1|Cup|400000|98|Pepperidge Farm
Chocolate Milk|22.69|1|Cup|227969|17|Lifestyle Foods
Chocolate|37.73|1|oz|279170|20|Bonta D Italia
Chop Suey W/ Beef + Pork|29.87|1|Cup|316040|108|Crunchmaster
Cinnamon|26.74|||766600|15|Jays
Clam Chowder|41.82|||6062743|20|Morningstar
Clam Chowder|31.89|||783000|86|So Delicious
Clams|36.16|||8981150|65|Head & Shoulders
Clams|20.32|3|oz|922277|32|Dominex
Club Soda|18.85|||441001|52|Earths Best
Coca Pwdr W/O Nofat Drymlk|41.17|1|Servng|891568|65|Soft & Precious
Coca Pwdr W/O Nonfat Dry Milk|21.83|||398001|13|Burts Bees
Cocoa Pwdr W/ Nofat Drmlk|30.82|1|Servng|7928500|29|Alpina
Cocoa Pwdr With Nonfat Drymilk|12.54|||8798900|92|Green Giant
Coconut|18.64|||7928502|32|Tyson
Coconut|10.6|||7928503|75|Playtex
Coconut|26.45|||7824054|12|Envirokidz
Coffee|27.22|6|fl|760501|85|Chef Express
Coffee|38.05|||412350|43|Zarbees
Coffeecake|42.33|||160449|38|Mccormick
Coffeecake|19.53|||8559300|47|Ritz
Cola|40.03|||525000|53|Finish
Cola|22.82|||226002|32|Hawaiian Punch
Cola|25.77|||436951|101|Scunci
Cola|31.65|12|fl|908000|87|Meow Mix
Collards|42.07|1|Cup|6161120|107|Bionaturae
Collards|43.17|1|Cup|723682|45|Kraft
Cooked Salad Drssing|18.31|1|Tbsp|152293|100|Companion
Corn Chips|28.19|||414439|35|Mayte
Corn Flakes|41.98|1|oz|1868520|10|Reese
Corn Flakes|14.68|1|oz|8585960|53|Nasoya
Corn Grits|40.87|||7174897|18|Arizona
Corn Grits|30.74|||7174899|95|Softlips
Corn Grits|30.13|||310006|66|Marie Callenders
Corn Grits|47.55|||330490|42|Softsoap
Corn Grits|44.56|||7613180|97|Companion
Corn Muffins|33.28|1|Muffin|779004|13|Pure Power
Corn Muffins|32.49|1|Muffin|779006|94|House Of Tsang
Corn Oil|21.89|||7897855|50|Sauers
Corn Oil|34.68|||8657660|52|Olay
Corn|19.39|||652038|100|Hp Cookie Company
Corn|29.32|||387853|22|Pedigree
Corn|25.14|||394000|55|Stp
Corn|42.52|||707345|88|Del Monte
Corn|15.81|||138002|32|Endangered Species
Corn|21.84|||170774|20|Ahold
Corn|27.76|||7863063|12|Reddi Gourmet
Corn|43.38|||138006|74|Edys
Corn|48.39|||705306|104|Hersheys
Corn|43.71|||623388|23|Nature Made
Corn|11.53|||7475996|41|Careone
Corn|31.2|||7158560|13|Deerfields Gluten Free
Corn|44.36|||414496|70|Companion
Corn|14.68|||842532|54|Firstline
Cornmeal|35.28|||521000|87|Afterbite
Cornmeal|11.33|||7992104|102|Flavrz
Cornmeal|23.15|||521001|82|Pepperidge Farm
Cornmeal|14.95|||7539500|18|Russell Stover
Cottage Cheese|42.06|||6359852|93|Utz
Cottage Cheese|44.97|||521006|22|Pediasure
Cottage Cheese|26.99|||584497|90|Vagisil
Cottage Cheese|49.1|1|Cup|584498|70|Milani
Cottage Cheese|15.6|1|Cup|111411|8|Mccormick
Cr Of Chicken Soup W/ H20|40.39|1|Cup|478003|94|Mothers Cupboard
Cr Of Chicken Soup W/ Mlk|15.99|1|Cup|3287859|46|Lillie Qs
Cr Of Mushrom Soup W/ H2o|26.51|1|Cup|6558520|101|Lays
Cr Of Mushrom Soup W/ Mlk|21.62|1|Cup|422720|41|Cheez-it
Crabmeat|14.96|1|Cup|785220|87|Giant
Cracked-Wheat Bread|46.31|||93000|83|Rubinsteins
Cracked-Wheat Bread|46.64|||1837910|50|Ahold
Cracked-Wheat Bread|18.89|1|Slice|787291|100|Revlon
Cranberry Juice Cocktal W/Vitc|18.39|||484190|76|Unique
Cranberry Sauce|15.62|||7365472|66|Ogx
Cream Cheese|14.56|||220001|65|Doritos
Cream Of Wheat|43.53|||220000|58|Weight Watchers
Creme Pie|12.35|||7365475|61|Wrench
Creme Pie|37.93|||336741|84|Phillips
Crm Wheat|12.86|||414570|12|Davinci
Crm Wheat|41.54|||414572|8|Careone
Crm Wheat|39.58|||414574|86|Ruffles
Crm Wheat|13.09|||414575|10|Ponds
Croissants|39.75|||6359920|62|Schweppes
Cucumber|25.01|6|Slices|711537|99|Newmans Own
Curry Powder|40.65|||414578|100|Acadia
Custard Pie|13.96|||8178550|13|Earths Best
Custard Pie|26.99|||254840|14|Sprout
Custard|36.24|1|Cup|764796|71|Imagine
Dandelion Greens|13.11|||7592831|67|Ge
Danish Pastry|41.97|1|Pastry|7576450|104|Revlon
Danish Pastry|45.89|||439175|45|Bran Flakes
Danish Pastry|12.71|||754571|79|Nivea
Danish Pastry|25.54|||721805|54|Ghirardelli
Dates|17.44|||721806|76|Ito En
Dates|29.29|1|Cup|517007|31|Glad
Devils Food Cake|33.19|||474003|75|Natures Earthly Choice
Devils Food Cake|32.8|||734100|71|Ahold
Devils Food Cake|37.52|||734101|86|Roland
Doughnuts|46.46|||474006|45|Slim Jim
Doughnuts|46.2|||6527901|75|Juven
Duck|38.2|||8846237|105|Kraft
Eggnog|11.32|||750500|39|Categories
Eggplant|29.79|||7181220|51|La Preferida
Eggs|36.68|||111528|92|Blue Bunny
Eggs|37.23|||7181226|106|Barneys
Eggs|18.32|||711600|64|Stouffers
Eggs|32.22|||125876|51|Avalon Organics
Eggs|45.13|||125877|101|Luvs
Eggs|36.32|||515000|75|Earthbound Farm
Eggs|45.1|||515005|106|Glad
Enchilada|46.1|||727998|14|Gazillion Bubbles
Endive|47.75|||7570370|52|Triscuit
Eng Muffin|28.1|||8881091|24|Little Remedies
English Muffins|44.24|1|Muffin|111560|21|Pedia Care
English Muffins|43.71|||740300|73|Wish-bone
Evaporated Milk|46.34|||134093|97|Nature Made
Evaporated Milk|46.82|||412622|54|Reddi Wip
Fats|48.2|1|Cup|130000|55|Nestle
Fats|23.63|1|Tbsp|734160|88|B&m
Feta Cheese|16.24|||723921|104|Natures Pride
Fig Bars|40.55|||715731|106|Crystal Geyser
Figs|40.22|10|Figs|723923|106|Careone
Filberts|35.44|1|Cup|8528850|64|Dreamfields
Filberts|39.09|1|oz|6364120|65|Lance
Fish Sandwich|20.36|||300000|47|Land Olakes
Fish Sandwich|43.02|||8143840|52|Jason
Fish Sticks|16.84|||300002|105|Canada Dry
Flounder Or Sole|31.2|||3638240|56|Ahold
Flounder Or Sole|18.24|||3638241|35|Smartykat
Flounder Or Sole|43.36|||7658470|37|Kiss
Fondant|14.87|1|oz|257000|22|Tab
Frankfurter|23.85|1|Frank|7183343|91|Utz
French Bread|13.77|||945144|94|Pilot
French Or Vienna Bread|35.5|||283642|74|Earths Best
French Salad Dressing|33.78|1|Tbsp|734205|72|Stash
French Salad Dressing|48.11|1|Tbsp|7265282|90|Coca-cola
French Toast|19.66|1|Slice|807938|77|Kaytee
Fried Pie|14.15|1|Pie|85000|46|Sony Music
Fried Pie|11.11|1|Pie|760840|60|Ge
Froot Loops Cereal|43.33|||8799240|101|Smarties
Fruit Cocktail|46.82|||711692|79|Pataks
Fruit Cocktail|46.4|||7382031|83|Crest
Fruit Punch Drink|36.12|6|fl|255000|51|Pure Leaf
Fruitcake|10.64|||795673|96|Brownberry
Fruitcake|41.16|||283678|28|Method
Fudge|43.82|||212000|11|3 Musketeers
Garlic Powder|25.84|||412710|24|Bob Evans
Gelatin Dessert|28.03|1/2|Cup|212007|16|Ahold
Gelatin|21.48|1|Envelp|1623080|77|Diamond
Gin|47.52|||7873591|72|Yoplait
Gin|36.65|||339000|101|Homeostasis Labs
Gin|39.85|||7873595|30|Nutri-grain
Ginger Ale|10.4|||7814210|75|Sierra Mist
Gingerbread Cake|15.08|1|Cake|3099723|104|Olay
Gingerbread Cake|29.73|1|Piece|6417486|48|Healthy Times
Golden Grahams Cereal|26.35|||210000|26|Oxi Clean
Graham Cracker|38.91|2|Crackr|3099728|98|I Cant Believe Its Not Butter
Grape Drink|45.14|6|fl|210006|16|Rice Krispies
Grape Juice|21.46|1|Cup|210007|46|Yogi
Grape Soda|45.14|||380003|109|Aussie
Grapefrt Jce|17.96|||380004|102|Sprout
Grapefrt Jce|14.67|||380005|93|Loreal Paris
Grapefruit Juice|46.13|||289894|88|Well Roots
Grapefruit Juice|44.69|||380007|63|Friskies
Grapefruit Juice|14.36|1|Cup|380008|87|Albanese
Grapefruit|43.92|||289897|94|Combat
Grapefruit|46.59|||8563820|71|Bausch + Lomb
Grapefruit|28.76|||3128435|53|Arm & Hammer
Grapejce|39.25|||8182900|43|Steaz
Grapejce|20.9|||783477|60|Nuby
Grape-Nuts Cereal|40.21|||7226486|46|Crush
Grapes|33.94|||8526970|44|Ahold
Grapes|36.78|||750720|22|Sally Hansen
Gravy And Turkey|49.17|5|oz|535682|66|Smart Living
Great Northn Beans|34.26|||478340|77|Sobe
Ground Beef|34.98|||937093|62|Palmers
Ground Beef|16.33|||511110|54|Betty Crocker
Gum Drops|14.52|||763012|45|Ge
Haddock|16.42|||3099786|45|Natures Bounty
Half And Half|41.15|1|Cup|701580|65|Roth
Half And Half|31.53|1|Tbsp|734350|17|Healthy Choice
Halibut|18.48|||394382|30|Farmers Best
Hamburger|49.08|1|Sandwh|7103635|35|Ihop
Hamburger|14.6|1|Sandwh|8512670|34|American Craft
Hard Candy|49.86|||548000|51|Organic Valley
Herring|31.54|3|oz|6927522|37|Orajel
Hollandaise Sce|14.31|||548003|48|Wholesome Sweeteners
Honey|42.74|||3415203|91|Saffron Road
Honey|16.67|||8199330|58|Utz
Honey Nut Cheerios Cereal|15.8|||7896229|33|Covergirl
Honeydew Melon|11.5|1/10|Mel|8570030|39|Skittles
Ice Cream|49.18||Regulr|462000|10|Uncle Bens
Ice Cream|40.55||Regulr|6597815|99|Simply Organic
Ice Cream|46.3||Regulr|271543|92|Lee Kum Kee
Ice Cream|41.71||Rich|163001|94|Goody
Ice Cream|30.39||Rich|419000|43|Spot
Ice Cream|31.84|||414907|55|Careone
Ice Milk|13.58||4%|709820|85|Musselmans
Ice Milk|24.62||4%|120000|48|Rustic Bakery
Ice Milk|37.9||3%|7441602|76|Ahold
Imitation Creamers|29.54|1|Tbsp|980163|21|Chobani
Imitation Creamers|16.32|1|Tsp|455875|11|Nuby
Imitation Whipped Topping|36.55|1|Cup|120002|45|Nature Valley
Imitation Whipped Topping|11.41|1|Tbsp|120003|66|Oasis
Imitatn Sour Dressing|43.13|||376002|98|South Beach Living
Imitatn Sour Dressing|45.17|||7191759|8|Ahold
Imitatn Whipd Toping|21.11|1|Cup|705750|89|Ogx
Imitatn Whipd Toping|38.16|1|Tbsp|759000|83|Barbaras
Imitatn Whipd Toping|46.12|||738520|94|Glad
Imitatn Whipd Toping|32.07|||2174182|35|Trois Petits Cochons
Italian Bread|38.06|||132327|77|Alouette
Italian Bread|44.26|||7222521|40|Viva
Italian Salad Dressing|42.58|1|Tbsp|8965370|27|Honey Maid
Italian Salad Dressing|45.78|1|Tbsp|1869050|16|Careone
Jams And Preserves|26.56|||224510|61|Long Aid
Jams And Preserves|37.01|||7853310|43|Ahold
Jellies|31.27|||584960|101|Bertolli
Jellies|35.57|||288002|68|Blue Diamond
Jelly Beans|29.84|||2082054|92|Careone
Jerusalem-Artichoke|47.0|1|Cup|8285451|61|Vitafusion
Kale|49.58|1|Cup|746766|15|Gringo Jacks
Kale|36.85|1|Cup|2966800|52|Happy Tot
Kiwifruit|20.21|1|Kiwi|6378769|50|Ahold
Kohlrabi|28.59|||775440|67|Chobani
Lamb|30.04|||867600|57|Traditional Medicinals
Lamb|34.75|||881943|72|Fiber One
Lamb|47.06|||8473880|10|Tostitos
Lamb|31.17|||3110172|39|Wd-40
Lamb|43.06|||3110173|61|Pennsylvania Dutch
Lamb|18.62|||8185120|74|Loreal Paris
Lamb|19.88|||8510760|69|Red Baron
Lamb|44.5|||714030|90|Revlon
Lard|27.65|||7531822|96|Maybelline
Lard|44.16|||8947000|53|Complete Recipe
Lemon Juice|22.73|1|Cup|898361|36|Nutiva
Lemon Juice|46.38|1|Tbsp|728383|99|Diet Coke
Lemon Juice|26.27|1|Cup|200001|103|Pampers
Lemon Juice|41.64|||3528004|78|Ahold
Lemon Meringue Pie|46.96|||746821|97|Wrigleys
Lemon Meringue Pie|14.18|||157000|44|Clif
Lemonade|25.51|||6743369|103|Slipx
Lemonade|44.03|||701771|47|My-t-fine
Lemon-Lime Soda|13.62|||417101|17|American Greetings
Lemons|27.83|1|Lemon|8303950|104|Healthy Choice
Lentils|13.38|||370000|65|Seapak
Lettuce|40.02|||370001|97|Talenti Gelato
Lettuce|47.67|||370002|75|Weight Watchers Smart Ones
Lettuce|27.29|||111953|43|Energizer
Lettuce|10.94|||370004|36|Francesco Rinaldi
Lettuce|15.08|||3800404|94|Oreo
Lettuce|17.67|1|Cup|511319|89|Green Acres
Light|35.27|1|Cup|370008|24|Dukes
Light|10.95|1|Tbsp|327001|90|Boars Head
Lima Beans|44.95|||839000|8|Clawson
Lima Beans|21.11|||474459|23|Hartz
Lima Beans|32.62|||7363935|35|California Sun-dry
Lime Juice|19.87|1|Cup|284000|86|Eucerin
Lime Juice|48.36|1|Cup|208225|88|Crystal Light
Limeade|29.25|||284001|84|Palermo Bakery
Limeade|17.78|||8148320|85|Green Giant
Lucky Charms Cereal|24.43|||8523110|59|Natures Gate
Macadamia Nuts|44.84|||7329132|16|Annies Homegrown
Macadamia Nuts|20.42|||6882670|57|Jack Daniels
Macadamia Nuts|43.97|||6882671|94|Nivea
Macadamia Nuts|31.11|||198000|47|St. Joseph
Macaroni And Cheese|44.85|1|Cup|2420080|28|Softee
Macaroni And Cheese|47.32|1|Cup|241007|43|Companion
Macaroni|25.7|||7329134|42|Scotties
Macaroni|21.95|||7861620|82|Quorn
Macaroni|33.42|||198007|71|Niagara
Malted Milk|15.28|||411000|18|Brown Cow
Malted Milk|22.42|||707963|80|Antonio Mozzarella Factory
Malted Milk|32.87|||974213|27|Kraft
Malted Milk|15.83|||3800454|87|Pedia Care
Malt-O-Meal|38.96|1|Cup|974214|33|Oxipor
Malt-O-Meal|11.7|1|Cup|816520|54|Dial
Mangos|27.37|1|Mango|8568201|19|Nature Made
Margarine|38.62|8|oz|7161231|89|Nuk
Margarine|43.65|1|Tbsp|417168|107|Kleenex Cottonelle
Margarine|36.41|||794001|102|San-j
Margarine|38.8|||794002|75|Litehouse
Margarine|38.34|||255379|22|Usda Produce
Margarine|43.94|||794004|57|Usda Produce
Margarine|11.13|||6325650|18|Giant
Margarine|45.46|||7191953|71|Snyders Of Hanover
Margarine|34.37|||8510870|82|Cholula
Margarine|21.93|||794008|53|Ge
Margarine|43.9|||6374800|51|Sterilite
Margarine|31.16|||2082203|91|Glutino
Marshmallows|44.38|||8783260|33|Superior
Mayonnaise Type Salad Dressing|45.16|||2082205|42|Goya
Mayonnaise|31.0|1|Tbsp|196000|73|Maybelline
Mayonnaise|16.82|1|Tbsp|452000|37|Ahold
Melba Toast|32.93|1|Piece|705960|66|Ahold
Milk Chocolate Candy|41.98|1|oz|196009|79|Lifeway
Milk Chocolate Candy|13.71|1|oz|153004|68|Old Spice
Milk Chocolate Candy|15.65|1|oz|8564140|47|Cottontails
Milk Chocolate Candy|23.34|1|oz|101810|94|S. Rosens
Milk|44.78||1%|128440|95|Honest Tea
Milk|20.43||1%|7048633|64|Lipton
Milk|44.27||2%|511419|75|Vermont
Milk|33.67||2%|757179|93|Wild Planet
Milk|20.01|||112062|44|Johnsons
Milk|41.89|||536000|22|Degree
Milk|19.29||3.3%|280001|73|Sally Hansen
Minestrone Soup|27.93|1|Cup|280002|76|Cottontails
Miso|10.79|||171458|26|Angies
Mixed Grain Bread|32.61|||792001|32|Ge
Mixed Grain Bread|27.73|||280005|39|Mikes
Mixed Grain Bread|28.1|1|Slice|486855|32|Libbys
Mixed Nuts W/ Peants|25.15|||237000|24|Farberware
Mixed Nuts W/ Peants|28.25|||280007|19|Braun
Mixed Nuts W/ Peants|24.47|||484810|37|La Brea Bakery
Mixed Nuts W/ Peants|24.93|||716234|38|Eclipse
Molasses|15.28|||3751375|37|Alberto Vo5
Mozzarella Cheese|14.89|1|oz|450000|45|Kraft
Mozzarella Chese|39.22|||329170|65|Ahold
Muenster Cheese|18.52|||994771|28|Reynolds Wrap
Mushroom Gravy|33.52|1|Cup|757203|15|Paesana
Mushrooms|42.18|||7235035|95|Blink
Mushrooms|46.69|||370142|102|Bushs
Mushrooms|46.14|1|Cup|415200|17|Raisinets
Mustard Greens|15.38|||769504|93|Kabuto
Mustard|37.38|||415202|95|Campbells
Nature Valley Granola Cereal|36.88|||415203|98|Rudis
Nectarines|24.39|1|Nectrn|6368740|74|Premio
Nonfat Dry Milk|33.95|1|Envlpe|112100|94|Dr Scholls
Nonfat Dry Milk|27.79|1|Cup|779750|69|State Fair
Noodles|31.29|||415208|28|Desert Essence
Noodles|19.04|||8535530|36|Natures Promise
